LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,GDPHRWKD,TOT,IDX2015,A,2011,96.480119,
NOR,GDPHRWKD,TOT,IDX2015,A,2012,97.306488,
NOR,GDPHRWKD,TOT,IDX2015,A,2013,97.924325,
NOR,GDPHRWKD,TOT,IDX2015,A,2014,98.6321,
NOR,GDPHRWKD,TOT,IDX2015,A,2015,100,
NOR,GDPHRWKD,TOT,IDX2015,A,2016,100.577258,
NOR,GDPHRWKD,TOT,IDX2015,A,2017,102.518137,
NOR,GDPHRWKD,TOT,IDX2015,A,2018,102.017169,
NOR,GDPHRWKD,TOT,IDX2015,A,2019,101.245155,
NOR,GDPHRWKD,TOT,IDX2015,A,2020,102.662632,
POL,GDPHRWKD,TOT,IDX2015,A,2001,67.3601,
POL,GDPHRWKD,TOT,IDX2015,A,2002,71.06235,
POL,GDPHRWKD,TOT,IDX2015,A,2003,74.054165,
POL,GDPHRWKD,TOT,IDX2015,A,2004,76.872942,
POL,GDPHRWKD,TOT,IDX2015,A,2005,78.057264,
POL,GDPHRWKD,TOT,IDX2015,A,2006,80.50747,
POL,GDPHRWKD,TOT,IDX2015,A,2007,82.484576,
POL,GDPHRWKD,TOT,IDX2015,A,2008,82.981431,
POL,GDPHRWKD,TOT,IDX2015,A,2009,85.57716,
POL,GDPHRWKD,TOT,IDX2015,A,2010,91.34832,B
POL,GDPHRWKD,TOT,IDX2015,A,2011,95.625768,
POL,GDPHRWKD,TOT,IDX2015,A,2012,96.782511,
POL,GDPHRWKD,TOT,IDX2015,A,2013,98.211823,
POL,GDPHRWKD,TOT,IDX2015,A,2014,99.531555,
POL,GDPHRWKD,TOT,IDX2015,A,2015,100,
POL,GDPHRWKD,TOT,IDX2015,A,2016,104.042998,
POL,GDPHRWKD,TOT,IDX2015,A,2017,108.998817,
POL,GDPHRWKD,TOT,IDX2015,A,2018,115.685002,
POL,GDPHRWKD,TOT,IDX2015,A,2019,121.489302,
POL,GDPHRWKD,TOT,IDX2015,A,2020,119.562206,
PRT,GDPHRWKD,TOT,IDX2015,A,2001,87.039621,
PRT,GDPHRWKD,TOT,IDX2015,A,2002,87.672445,
PRT,GDPHRWKD,TOT,IDX2015,A,2003,88.056171,
PRT,GDPHRWKD,TOT,IDX2015,A,2004,89.958706,
PRT,GDPHRWKD,TOT,IDX2015,A,2005,90.975659,
PRT,GDPHRWKD,TOT,IDX2015,A,2006,92.672927,
PRT,GDPHRWKD,TOT,IDX2015,A,2007,94.116492,
PRT,GDPHRWKD,TOT,IDX2015,A,2008,94.719908,
PRT,GDPHRWKD,TOT,IDX2015,A,2009,94.333384,
PRT,GDPHRWKD,TOT,IDX2015,A,2010,97.191481,
PRT,GDPHRWKD,TOT,IDX2015,A,2011,98.678431,
PRT,GDPHRWKD,TOT,IDX2015,A,2012,99.634845,
PRT,GDPHRWKD,TOT,IDX2015,A,2013,101.036178,
PRT,GDPHRWKD,TOT,IDX2015,A,2014,100.011532,
PRT,GDPHRWKD,TOT,IDX2015,A,2015,100,
PRT,GDPHRWKD,TOT,IDX2015,A,2016,100.10612,
PRT,GDPHRWKD,TOT,IDX2015,A,2017,100.90163,
PRT,GDPHRWKD,TOT,IDX2015,A,2018,100.781705,
PRT,GDPHRWKD,TOT,IDX2015,A,2019,102.263339,
PRT,GDPHRWKD,TOT,IDX2015,A,2020,103.202866,
SVK,GDPHRWKD,TOT,IDX2015,A,2001,60.682543,
SVK,GDPHRWKD,TOT,IDX2015,A,2002,65.045363,
SVK,GDPHRWKD,TOT,IDX2015,A,2003,70.147427,
SVK,GDPHRWKD,TOT,IDX2015,A,2004,72.132823,
SVK,GDPHRWKD,TOT,IDX2015,A,2005,74.512853,
SVK,GDPHRWKD,TOT,IDX2015,A,2006,78.971349,
SVK,GDPHRWKD,TOT,IDX2015,A,2007,84.931627,
SVK,GDPHRWKD,TOT,IDX2015,A,2008,86.762089,
SVK,GDPHRWKD,TOT,IDX2015,A,2009,84.278037,
SVK,GDPHRWKD,TOT,IDX2015,A,2010,89.708119,
SVK,GDPHRWKD,TOT,IDX2015,A,2011,91.081677,
SVK,GDPHRWKD,TOT,IDX2015,A,2012,92.47675,
SVK,GDPHRWKD,TOT,IDX2015,A,2013,94.73459,
SVK,GDPHRWKD,TOT,IDX2015,A,2014,96.617394,
SVK,GDPHRWKD,TOT,IDX2015,A,2015,100,
SVK,GDPHRWKD,TOT,IDX2015,A,2016,100.367794,
SVK,GDPHRWKD,TOT,IDX2015,A,2017,102.675516,
SVK,GDPHRWKD,TOT,IDX2015,A,2018,105.077678,
SVK,GDPHRWKD,TOT,IDX2015,A,2019,107.453135,
SVK,GDPHRWKD,TOT,IDX2015,A,2020,112.741479,
ESP,GDPHRWKD,TOT,IDX2015,A,2001,87.034488,
ESP,GDPHRWKD,TOT,IDX2015,A,2002,87.169488,
ESP,GDPHRWKD,TOT,IDX2015,A,2003,87.42888,
ESP,GDPHRWKD,TOT,IDX2015,A,2004,87.709148,
ESP,GDPHRWKD,TOT,IDX2015,A,2005,88.051732,
ESP,GDPHRWKD,TOT,IDX2015,A,2006,88.566664,
ESP,GDPHRWKD,TOT,IDX2015,A,2007,89.545518,
ESP,GDPHRWKD,TOT,IDX2015,A,2008,89.776125,
ESP,GDPHRWKD,TOT,IDX2015,A,2009,91.93968,
ESP,GDPHRWKD,TOT,IDX2015,A,2010,94.276945,
ESP,GDPHRWKD,TOT,IDX2015,A,2011,95.668725,
ESP,GDPHRWKD,TOT,IDX2015,A,2012,97.513755,
ESP,GDPHRWKD,TOT,IDX2015,A,2013,98.920545,
ESP,GDPHRWKD,TOT,IDX2015,A,2014,99.21519,
ESP,GDPHRWKD,TOT,IDX2015,A,2015,100,
ESP,GDPHRWKD,TOT,IDX2015,A,2016,100.45087,
ESP,GDPHRWKD,TOT,IDX2015,A,2017,101.326447,
ESP,GDPHRWKD,TOT,IDX2015,A,2018,101.09914,
ESP,GDPHRWKD,TOT,IDX2015,A,2019,101.268026,
ESP,GDPHRWKD,TOT,IDX2015,A,2020,100.981177,
SWE,GDPHRWKD,TOT,IDX2015,A,2001,80.262382,
SWE,GDPHRWKD,TOT,IDX2015,A,2002,83.128808,
SWE,GDPHRWKD,TOT,IDX2015,A,2003,86.314152,
SWE,GDPHRWKD,TOT,IDX2015,A,2004,89.31643,
SWE,GDPHRWKD,TOT,IDX2015,A,2005,91.848343,
SWE,GDPHRWKD,TOT,IDX2015,A,2006,94.534737,
SWE,GDPHRWKD,TOT,IDX2015,A,2007,94.769659,
SWE,GDPHRWKD,TOT,IDX2015,A,2008,93.119593,
SWE,GDPHRWKD,TOT,IDX2015,A,2009,91.788093,
SWE,GDPHRWKD,TOT,IDX2015,A,2010,95.006093,
SWE,GDPHRWKD,TOT,IDX2015,A,2011,95.819936,
SWE,GDPHRWKD,TOT,IDX2015,A,2012,95.329224,
SWE,GDPHRWKD,TOT,IDX2015,A,2013,96.060682,
SWE,GDPHRWKD,TOT,IDX2015,A,2014,97.18603,
SWE,GDPHRWKD,TOT,IDX2015,A,2015,100,
SWE,GDPHRWKD,TOT,IDX2015,A,2016,99.401676,
SWE,GDPHRWKD,TOT,IDX2015,A,2017,100.32797,
SWE,GDPHRWKD,TOT,IDX2015,A,2018,100.657132,
SWE,GDPHRWKD,TOT,IDX2015,A,2019,103.033762,
SWE,GDPHRWKD,TOT,IDX2015,A,2020,103.299994,
CHE,GDPHRWKD,TOT,IDX2015,A,2001,88.41578,
CHE,GDPHRWKD,TOT,IDX2015,A,2002,88.93145,
CHE,GDPHRWKD,TOT,IDX2015,A,2003,88.496186,
CHE,GDPHRWKD,TOT,IDX2015,A,2004,89.114148,
CHE,GDPHRWKD,TOT,IDX2015,A,2005,91.285524,
CHE,GDPHRWKD,TOT,IDX2015,A,2006,93.520582,
CHE,GDPHRWKD,TOT,IDX2015,A,2007,95.398598,
CHE,GDPHRWKD,TOT,IDX2015,A,2008,96.278603,
CHE,GDPHRWKD,TOT,IDX2015,A,2009,94.329948,
CHE,GDPHRWKD,TOT,IDX2015,A,2010,97.780093,
CHE,GDPHRWKD,TOT,IDX2015,A,2011,97.323014,
CHE,GDPHRWKD,TOT,IDX2015,A,2012,97.740747,
CHE,GDPHRWKD,TOT,IDX2015,A,2013,99.574925,
CHE,GDPHRWKD,TOT,IDX2015,A,2014,100.651547,
CHE,GDPHRWKD,TOT,IDX2015,A,2015,100,
CHE,GDPHRWKD,TOT,IDX2015,A,2016,100.618826,
CHE,GDPHRWKD,TOT,IDX2015,A,2017,102.456507,
CHE,GDPHRWKD,TOT,IDX2015,A,2018,104.878716,
CHE,GDPHRWKD,TOT,IDX2015,A,2019,105.533024,
CHE,GDPHRWKD,TOT,IDX2015,A,2020,106.999896,
TUR,GDPHRWKD,TOT,IDX2015,A,2001,58.644301,
TUR,GDPHRWKD,TOT,IDX2015,A,2002,62.58398,
TUR,GDPHRWKD,TOT,IDX2015,A,2003,66.714299,
TUR,GDPHRWKD,TOT,IDX2015,A,2004,72.811026,
TUR,GDPHRWKD,TOT,IDX2015,A,2005,77.41099,
TUR,GDPHRWKD,TOT,IDX2015,A,2006,81.049621,
TUR,GDPHRWKD,TOT,IDX2015,A,2007,85.356239,
TUR,GDPHRWKD,TOT,IDX2015,A,2008,85.072964,
TUR,GDPHRWKD,TOT,IDX2015,A,2009,81.56416,
TUR,GDPHRWKD,TOT,IDX2015,A,2010,83.61935,
TUR,GDPHRWKD,TOT,IDX2015,A,2011,88.217277,
TUR,GDPHRWKD,TOT,IDX2015,A,2012,90.064868,
TUR,GDPHRWKD,TOT,IDX2015,A,2013,96.145215,
TUR,GDPHRWKD,TOT,IDX2015,A,2014,96.069172,
TUR,GDPHRWKD,TOT,IDX2015,A,2015,100,
TUR,GDPHRWKD,TOT,IDX2015,A,2016,102.29842,
TUR,GDPHRWKD,TOT,IDX2015,A,2017,107.165214,
TUR,GDPHRWKD,TOT,IDX2015,A,2018,109.870924,
TUR,GDPHRWKD,TOT,IDX2015,A,2019,114.132705,
TUR,GDPHRWKD,TOT,IDX2015,A,2020,121.981528,E
GBR,GDPHRWKD,TOT,IDX2015,A,2001,87.857765,
GBR,GDPHRWKD,TOT,IDX2015,A,2002,90.129925,
GBR,GDPHRWKD,TOT,IDX2015,A,2003,92.481652,
GBR,GDPHRWKD,TOT,IDX2015,A,2004,93.630483,
GBR,GDPHRWKD,TOT,IDX2015,A,2005,94.378997,
GBR,GDPHRWKD,TOT,IDX2015,A,2006,96.362592,
GBR,GDPHRWKD,TOT,IDX2015,A,2007,97.433012,
GBR,GDPHRWKD,TOT,IDX2015,A,2008,97.394462,
GBR,GDPHRWKD,TOT,IDX2015,A,2009,95.334379,
GBR,GDPHRWKD,TOT,IDX2015,A,2010,97.704543,
GBR,GDPHRWKD,TOT,IDX2015,A,2011,98.109655,
GBR,GDPHRWKD,TOT,IDX2015,A,2012,97.450315,
GBR,GDPHRWKD,TOT,IDX2015,A,2013,97.95185,
GBR,GDPHRWKD,TOT,IDX2015,A,2014,98.038907,
GBR,GDPHRWKD,TOT,IDX2015,A,2015,100,
GBR,GDPHRWKD,TOT,IDX2015,A,2016,99.734306,
GBR,GDPHRWKD,TOT,IDX2015,A,2017,101.191077,
GBR,GDPHRWKD,TOT,IDX2015,A,2018,101.647994,
GBR,GDPHRWKD,TOT,IDX2015,A,2019,102.172898,
GBR,GDPHRWKD,TOT,IDX2015,A,2020,104.608418,
USA,GDPHRWKD,TOT,IDX2015,A,2001,80.660218,
USA,GDPHRWKD,TOT,IDX2015,A,2002,82.891625,
USA,GDPHRWKD,TOT,IDX2015,A,2003,85.398085,
USA,GDPHRWKD,TOT,IDX2015,A,2004,87.632516,
USA,GDPHRWKD,TOT,IDX2015,A,2005,89.463196,
USA,GDPHRWKD,TOT,IDX2015,A,2006,90.31024,
USA,GDPHRWKD,TOT,IDX2015,A,2007,91.57842,
USA,GDPHRWKD,TOT,IDX2015,A,2008,92.751305,
USA,GDPHRWKD,TOT,IDX2015,A,2009,95.715647,
USA,GDPHRWKD,TOT,IDX2015,A,2010,98.245288,
USA,GDPHRWKD,TOT,IDX2015,A,2011,98.282918,
USA,GDPHRWKD,TOT,IDX2015,A,2012,98.653951,
USA,GDPHRWKD,TOT,IDX2015,A,2013,99.073648,
USA,GDPHRWKD,TOT,IDX2015,A,2014,99.446088,
USA,GDPHRWKD,TOT,IDX2015,A,2015,100,
USA,GDPHRWKD,TOT,IDX2015,A,2016,100.302963,
USA,GDPHRWKD,TOT,IDX2015,A,2017,101.258731,
USA,GDPHRWKD,TOT,IDX2015,A,2018,102.326631,
USA,GDPHRWKD,TOT,IDX2015,A,2019,103.590779,
USA,GDPHRWKD,TOT,IDX2015,A,2020,106.263359,
BGR,GDPHRWKD,TOT,IDX2015,A,2001,66.269869,
BGR,GDPHRWKD,TOT,IDX2015,A,2002,70.025906,
BGR,GDPHRWKD,TOT,IDX2015,A,2003,72.045881,
BGR,GDPHRWKD,TOT,IDX2015,A,2004,73.755077,
BGR,GDPHRWKD,TOT,IDX2015,A,2005,77.11784,
BGR,GDPHRWKD,TOT,IDX2015,A,2006,79.920127,
BGR,GDPHRWKD,TOT,IDX2015,A,2007,82.545193,
BGR,GDPHRWKD,TOT,IDX2015,A,2008,83.600657,
BGR,GDPHRWKD,TOT,IDX2015,A,2009,84.639759,
BGR,GDPHRWKD,TOT,IDX2015,A,2010,89.490574,
BGR,GDPHRWKD,TOT,IDX2015,A,2011,93.498556,
BGR,GDPHRWKD,TOT,IDX2015,A,2012,96.570846,
BGR,GDPHRWKD,TOT,IDX2015,A,2013,96.414173,
BGR,GDPHRWKD,TOT,IDX2015,A,2014,97.043797,
BGR,GDPHRWKD,TOT,IDX2015,A,2015,100,
BGR,GDPHRWKD,TOT,IDX2015,A,2016,102.582152,
BGR,GDPHRWKD,TOT,IDX2015,A,2017,103.579945,
BGR,GDPHRWKD,TOT,IDX2015,A,2018,106.387642,
BGR,GDPHRWKD,TOT,IDX2015,A,2019,110.263892,
BGR,GDPHRWKD,TOT,IDX2015,A,2020,110.644324,
CHL,GDPHRWKD,TOT,IDX2015,A,2001,74.706152,
CHL,GDPHRWKD,TOT,IDX2015,A,2002,75.368709,
CHL,GDPHRWKD,TOT,IDX2015,A,2003,76.002736,
CHL,GDPHRWKD,TOT,IDX2015,A,2004,79.563322,
CHL,GDPHRWKD,TOT,IDX2015,A,2005,83.809638,
CHL,GDPHRWKD,TOT,IDX2015,A,2006,87.263045,
CHL,GDPHRWKD,TOT,IDX2015,A,2007,90.627313,
CHL,GDPHRWKD,TOT,IDX2015,A,2008,92.623983,
CHL,GDPHRWKD,TOT,IDX2015,A,2009,92.705822,
CHL,GDPHRWKD,TOT,IDX2015,A,2010,89.581258,
CHL,GDPHRWKD,TOT,IDX2015,A,2011,91.394871,
CHL,GDPHRWKD,TOT,IDX2015,A,2012,95.567897,B
CHL,GDPHRWKD,TOT,IDX2015,A,2013,97.677607,
CHL,GDPHRWKD,TOT,IDX2015,A,2014,99.253906,
CHL,GDPHRWKD,TOT,IDX2015,A,2015,100,
CHL,GDPHRWKD,TOT,IDX2015,A,2016,101.44408,
CHL,GDPHRWKD,TOT,IDX2015,A,2017,101.386041,
CHL,GDPHRWKD,TOT,IDX2015,A,2018,104.126118,
CHL,GDPHRWKD,TOT,IDX2015,A,2019,105.126334,
CHL,GDPHRWKD,TOT,IDX2015,A,2020,119.393799,E
CRI,GDPHRWKD,TOT,IDX2015,A,2001,67.691545,
CRI,GDPHRWKD,TOT,IDX2015,A,2002,68.151409,
CRI,GDPHRWKD,TOT,IDX2015,A,2003,69.11186,
CRI,GDPHRWKD,TOT,IDX2015,A,2004,70.84245,
CRI,GDPHRWKD,TOT,IDX2015,A,2005,69.609736,
CRI,GDPHRWKD,TOT,IDX2015,A,2006,72.355632,
CRI,GDPHRWKD,TOT,IDX2015,A,2007,73.340227,
CRI,GDPHRWKD,TOT,IDX2015,A,2008,75.650728,
CRI,GDPHRWKD,TOT,IDX2015,A,2009,77.795111,
CRI,GDPHRWKD,TOT,IDX2015,A,2010,86.883473,
CRI,GDPHRWKD,TOT,IDX2015,A,2011,91.054479,
CRI,GDPHRWKD,TOT,IDX2015,A,2012,89.785124,
CRI,GDPHRWKD,TOT,IDX2015,A,2013,94.482413,
CRI,GDPHRWKD,TOT,IDX2015,A,2014,96.884612,
CRI,GDPHRWKD,TOT,IDX2015,A,2015,100,
CRI,GDPHRWKD,TOT,IDX2015,A,2016,104.38458,
CRI,GDPHRWKD,TOT,IDX2015,A,2017,106.846175,
CRI,GDPHRWKD,TOT,IDX2015,A,2018,108.227453,
CRI,GDPHRWKD,TOT,IDX2015,A,2019,110.945826,
CRI,GDPHRWKD,TOT,IDX2015,A,2020,128.124559,
HRV,GDPHRWKD,TOT,IDX2015,A,2001,77.980028,
HRV,GDPHRWKD,TOT,IDX2015,A,2002,81.839435,
HRV,GDPHRWKD,TOT,IDX2015,A,2003,84.315174,
HRV,GDPHRWKD,TOT,IDX2015,A,2004,87.07286,
HRV,GDPHRWKD,TOT,IDX2015,A,2005,90.004982,
HRV,GDPHRWKD,TOT,IDX2015,A,2006,91.530624,
HRV,GDPHRWKD,TOT,IDX2015,A,2007,93.071565,
HRV,GDPHRWKD,TOT,IDX2015,A,2008,92.862535,
HRV,GDPHRWKD,TOT,IDX2015,A,2009,86.802774,
HRV,GDPHRWKD,TOT,IDX2015,A,2010,88.485046,
HRV,GDPHRWKD,TOT,IDX2015,A,2011,92.171409,
HRV,GDPHRWKD,TOT,IDX2015,A,2012,94.237025,
HRV,GDPHRWKD,TOT,IDX2015,A,2013,97.363655,
HRV,GDPHRWKD,TOT,IDX2015,A,2014,95.422127,
HRV,GDPHRWKD,TOT,IDX2015,A,2015,100,
HRV,GDPHRWKD,TOT,IDX2015,A,2016,102.845111,
HRV,GDPHRWKD,TOT,IDX2015,A,2017,104.42817,
HRV,GDPHRWKD,TOT,IDX2015,A,2018,105.473111,
HRV,GDPHRWKD,TOT,IDX2015,A,2019,104.361121,
HRV,GDPHRWKD,TOT,IDX2015,A,2020,97.286176,
EST,GDPHRWKD,TOT,IDX2015,A,2001,64.047757,
EST,GDPHRWKD,TOT,IDX2015,A,2002,68.323486,
EST,GDPHRWKD,TOT,IDX2015,A,2003,71.784218,
EST,GDPHRWKD,TOT,IDX2015,A,2004,76.650283,
EST,GDPHRWKD,TOT,IDX2015,A,2005,81.186504,
EST,GDPHRWKD,TOT,IDX2015,A,2006,85.277815,
EST,GDPHRWKD,TOT,IDX2015,A,2007,91.714391,
EST,GDPHRWKD,TOT,IDX2015,A,2008,88.532926,
EST,GDPHRWKD,TOT,IDX2015,A,2009,90.389314,
EST,GDPHRWKD,TOT,IDX2015,A,2010,95.230659,
EST,GDPHRWKD,TOT,IDX2015,A,2011,93.664216,
EST,GDPHRWKD,TOT,IDX2015,A,2012,96.782402,
EST,GDPHRWKD,TOT,IDX2015,A,2013,98.021637,
EST,GDPHRWKD,TOT,IDX2015,A,2014,100.545821,
EST,GDPHRWKD,TOT,IDX2015,A,2015,100,
EST,GDPHRWKD,TOT,IDX2015,A,2016,102.625491,
EST,GDPHRWKD,TOT,IDX2015,A,2017,105.666517,
EST,GDPHRWKD,TOT,IDX2015,A,2018,111.814508,
EST,GDPHRWKD,TOT,IDX2015,A,2019,115.812285,
EST,GDPHRWKD,TOT,IDX2015,A,2020,119.494037,
ISR,GDPHRWKD,TOT,IDX2015,A,2001,82.358129,
ISR,GDPHRWKD,TOT,IDX2015,A,2002,80.851109,
ISR,GDPHRWKD,TOT,IDX2015,A,2003,81.599705,
ISR,GDPHRWKD,TOT,IDX2015,A,2004,85.342457,
ISR,GDPHRWKD,TOT,IDX2015,A,2005,86.359897,
ISR,GDPHRWKD,TOT,IDX2015,A,2006,89.536154,
ISR,GDPHRWKD,TOT,IDX2015,A,2007,90.533683,
ISR,GDPHRWKD,TOT,IDX2015,A,2008,90.655056,
ISR,GDPHRWKD,TOT,IDX2015,A,2009,89.856922,
ISR,GDPHRWKD,TOT,IDX2015,A,2010,92.473969,
ISR,GDPHRWKD,TOT,IDX2015,A,2011,95.273824,
ISR,GDPHRWKD,TOT,IDX2015,A,2012,95.56551,
ISR,GDPHRWKD,TOT,IDX2015,A,2013,98.04925,
ISR,GDPHRWKD,TOT,IDX2015,A,2014,100.065602,
ISR,GDPHRWKD,TOT,IDX2015,A,2015,100,
ISR,GDPHRWKD,TOT,IDX2015,A,2016,100.730418,
ISR,GDPHRWKD,TOT,IDX2015,A,2017,102.671793,
ISR,GDPHRWKD,TOT,IDX2015,A,2018,105.35519,
ISR,GDPHRWKD,TOT,IDX2015,A,2019,108.366182,
ISR,GDPHRWKD,TOT,IDX2015,A,2020,115.05278,
LVA,GDPHRWKD,TOT,IDX2015,A,2001,56.283559,
LVA,GDPHRWKD,TOT,IDX2015,A,2002,60.917256,
LVA,GDPHRWKD,TOT,IDX2015,A,2003,65.987601,
LVA,GDPHRWKD,TOT,IDX2015,A,2004,73.144329,
LVA,GDPHRWKD,TOT,IDX2015,A,2005,79.160824,
LVA,GDPHRWKD,TOT,IDX2015,A,2006,83.707192,B
LVA,GDPHRWKD,TOT,IDX2015,A,2007,89.994833,
LVA,GDPHRWKD,TOT,IDX2015,A,2008,82.403122,
LVA,GDPHRWKD,TOT,IDX2015,A,2009,84.622465,
LVA,GDPHRWKD,TOT,IDX2015,A,2010,87.377691,
LVA,GDPHRWKD,TOT,IDX2015,A,2011,87.511457,
LVA,GDPHRWKD,TOT,IDX2015,A,2012,93.150214,
LVA,GDPHRWKD,TOT,IDX2015,A,2013,93.215768,
LVA,GDPHRWKD,TOT,IDX2015,A,2014,95.775412,
LVA,GDPHRWKD,TOT,IDX2015,A,2015,100,
LVA,GDPHRWKD,TOT,IDX2015,A,2016,102.617985,
LVA,GDPHRWKD,TOT,IDX2015,A,2017,106.954523,
LVA,GDPHRWKD,TOT,IDX2015,A,2018,108.900284,
LVA,GDPHRWKD,TOT,IDX2015,A,2019,113.762081,
LVA,GDPHRWKD,TOT,IDX2015,A,2020,116.112581,
LTU,GDPHRWKD,TOT,IDX2015,A,2001,59.565551,
LTU,GDPHRWKD,TOT,IDX2015,A,2002,62.371112,
LTU,GDPHRWKD,TOT,IDX2015,A,2003,68.056369,
LTU,GDPHRWKD,TOT,IDX2015,A,2004,69.69924,
LTU,GDPHRWKD,TOT,IDX2015,A,2005,74.519682,
LTU,GDPHRWKD,TOT,IDX2015,A,2006,80.479135,
LTU,GDPHRWKD,TOT,IDX2015,A,2007,86.262701,
LTU,GDPHRWKD,TOT,IDX2015,A,2008,88.313468,
LTU,GDPHRWKD,TOT,IDX2015,A,2009,84.507369,
LTU,GDPHRWKD,TOT,IDX2015,A,2010,87.956463,
LTU,GDPHRWKD,TOT,IDX2015,A,2011,94.030806,
LTU,GDPHRWKD,TOT,IDX2015,A,2012,95.949513,
LTU,GDPHRWKD,TOT,IDX2015,A,2013,98.904058,
LTU,GDPHRWKD,TOT,IDX2015,A,2014,100.775395,
LTU,GDPHRWKD,TOT,IDX2015,A,2015,100,
LTU,GDPHRWKD,TOT,IDX2015,A,2016,99.001723,
LTU,GDPHRWKD,TOT,IDX2015,A,2017,106.312372,
LTU,GDPHRWKD,TOT,IDX2015,A,2018,108.600526,
LTU,GDPHRWKD,TOT,IDX2015,A,2019,112.850442,
LTU,GDPHRWKD,TOT,IDX2015,A,2020,119.519344,
ROU,GDPHRWKD,TOT,IDX2015,A,2001,46.60375,
ROU,GDPHRWKD,TOT,IDX2015,A,2002,54.404485,
ROU,GDPHRWKD,TOT,IDX2015,A,2003,56.61756,
ROU,GDPHRWKD,TOT,IDX2015,A,2004,63.411225,
ROU,GDPHRWKD,TOT,IDX2015,A,2005,66.917114,
ROU,GDPHRWKD,TOT,IDX2015,A,2006,72.366538,
ROU,GDPHRWKD,TOT,IDX2015,A,2007,76.335734,
ROU,GDPHRWKD,TOT,IDX2015,A,2008,84.809551,
ROU,GDPHRWKD,TOT,IDX2015,A,2009,84.074427,
ROU,GDPHRWKD,TOT,IDX2015,A,2010,82.35654,
ROU,GDPHRWKD,TOT,IDX2015,A,2011,85.519836,
ROU,GDPHRWKD,TOT,IDX2015,A,2012,87.819072,B
ROU,GDPHRWKD,TOT,IDX2015,A,2013,92.196687,
ROU,GDPHRWKD,TOT,IDX2015,A,2014,95.538891,
ROU,GDPHRWKD,TOT,IDX2015,A,2015,100,
ROU,GDPHRWKD,TOT,IDX2015,A,2016,104.529363,
ROU,GDPHRWKD,TOT,IDX2015,A,2017,110.985401,
ROU,GDPHRWKD,TOT,IDX2015,A,2018,115.772584,
ROU,GDPHRWKD,TOT,IDX2015,A,2019,120.39482,
ROU,GDPHRWKD,TOT,IDX2015,A,2020,117.766872,
RUS,GDPHRWKD,TOT,IDX2015,A,2001,66.758437,
RUS,GDPHRWKD,TOT,IDX2015,A,2002,68.245369,
RUS,GDPHRWKD,TOT,IDX2015,A,2003,73.068583,
RUS,GDPHRWKD,TOT,IDX2015,A,2004,77.331225,
RUS,GDPHRWKD,TOT,IDX2015,A,2005,81.346256,
RUS,GDPHRWKD,TOT,IDX2015,A,2006,86.709834,
RUS,GDPHRWKD,TOT,IDX2015,A,2007,91.776863,
RUS,GDPHRWKD,TOT,IDX2015,A,2008,96.152366,
RUS,GDPHRWKD,TOT,IDX2015,A,2009,91.815928,
RUS,GDPHRWKD,TOT,IDX2015,A,2010,94.989062,
RUS,GDPHRWKD,TOT,IDX2015,A,2011,97.601403,
RUS,GDPHRWKD,TOT,IDX2015,A,2012,100.399305,
RUS,GDPHRWKD,TOT,IDX2015,A,2013,102.485456,
RUS,GDPHRWKD,TOT,IDX2015,A,2014,102.767518,
RUS,GDPHRWKD,TOT,IDX2015,A,2015,100,
RUS,GDPHRWKD,TOT,IDX2015,A,2016,100.301006,
RUS,GDPHRWKD,TOT,IDX2015,A,2017,101.982307,
RUS,GDPHRWKD,TOT,IDX2015,A,2018,105.010968,
RUS,GDPHRWKD,TOT,IDX2015,A,2019,108.312295,
RUS,GDPHRWKD,TOT,IDX2015,A,2020,112.299021,
SVN,GDPHRWKD,TOT,IDX2015,A,2001,78.951283,
SVN,GDPHRWKD,TOT,IDX2015,A,2002,79.298174,
SVN,GDPHRWKD,TOT,IDX2015,A,2003,81.746584,
SVN,GDPHRWKD,TOT,IDX2015,A,2004,84.427877,
SVN,GDPHRWKD,TOT,IDX2015,A,2005,90.134493,
SVN,GDPHRWKD,TOT,IDX2015,A,2006,95.478905,
SVN,GDPHRWKD,TOT,IDX2015,A,2007,99.578566,
SVN,GDPHRWKD,TOT,IDX2015,A,2008,99.443009,
SVN,GDPHRWKD,TOT,IDX2015,A,2009,93.167784,
SVN,GDPHRWKD,TOT,IDX2015,A,2010,96.366367,
SVN,GDPHRWKD,TOT,IDX2015,A,2011,99.864334,
SVN,GDPHRWKD,TOT,IDX2015,A,2012,99.292575,
SVN,GDPHRWKD,TOT,IDX2015,A,2013,98.320726,
SVN,GDPHRWKD,TOT,IDX2015,A,2014,99.445673,
SVN,GDPHRWKD,TOT,IDX2015,A,2015,100,
SVN,GDPHRWKD,TOT,IDX2015,A,2016,103.474614,
SVN,GDPHRWKD,TOT,IDX2015,A,2017,107.368238,
SVN,GDPHRWKD,TOT,IDX2015,A,2018,110.187721,
SVN,GDPHRWKD,TOT,IDX2015,A,2019,110.850369,
SVN,GDPHRWKD,TOT,IDX2015,A,2020,111.526471,
ZAF,GDPHRWKD,TOT,IDX2015,A,2001,70.394587,
ZAF,GDPHRWKD,TOT,IDX2015,A,2002,73.457397,
ZAF,GDPHRWKD,TOT,IDX2015,A,2003,78.717925,
